276;MEL YEL;Melanocorypha yeltoniensis; ;Mustakiuru;Svartlärka;Black Lark;42;0
277;CAL BRA;Calandrella brachydactyla; ;Lyhytvarvaskiuru;Korttålärka;Greater Short-toed Lark;42;0
278;CAL ENS;Calandrella rufescens; ;Pikkukiuru;Dvärglärka;Lesser Short-toed Lark;42;0
279;GAL CRI;Galerida cristata; ;Töyhtökiuru;Tofslärka;Crested Lark;42;0
280;LUL ARB;Lullula arborea; ;Kangaskiuru;Trädlärka;Wood Lark;42;0
281;ALA ARV;Alauda arvensis; ;Kiuru;Sånglärka;Eurasian Skylark;42;0
282;ERE ALP;Eremophila alpestris; ;Tunturikiuru;Berglärka;Horned Lark;42;0
283;RIP RIP;Riparia riparia; ;Törmäpääsky;Backsvala;Sand Martin;43;0
284;PTY RUP;Ptyonoprogne rupestris; ;Kalliopääsky;Klippsvala;Eurasian Crag Martin;43;0
285;HIR RUS;Hirundo rustica; ;Haarapääsky;Ladusvala;Barn Swallow;43;0
286;HIR DAU;Hirundo daurica; ;Ruostepääsky;Rostgumpsvala;Red-rumped Swallow;43;0
287;DEL URB;Delichon urbicum; ;Räystäspääsky;Hussvala;Common House Martin;43;0
288;ANT RIC;Anthus richardi; ;Isokirvinen;Större piplärka;Richard's Pipit;44;0
289;ANT GOD;Anthus godlewskii; ;Mongoliankirvinen;Mongolpiplärka;Blyth's Pipit;44;0
290;ANT CAM;Anthus campestris; ;Nummikirvinen;Fältpiplärka;Tawny Pipit;44;0
291;ANT HOD;Anthus hodgsoni; ;Taigakirvinen;Sibirisk piplärka;Olive-backed Pipit;44;0
292;ANT TRI;Anthus trivialis; ;Metsäkirvinen;Trädpiplärka;Tree Pipit;44;0
293;ANT GUS;Anthus gustavi; ;Tundrakirvinen;Tundrapiplärka;Pechora Pipit;44;0
294;ANT PRA;Anthus pratensis; ;Niittykirvinen;Ängspiplärka;Meadow Pipit;44;0
295;ANT CER;Anthus cervinus; ;Lapinkirvinen;Rödstrupig piplärka;Red-throated Pipit;44;0
296;ANT PET;Anthus petrosus; ;Luotokirvinen;Skärpiplärka;Rock Pipit;44;0
297;MOT FLA;Motacilla flava; ;Keltavästäräkki;Gulärla;Yellow Wagtail;44;0
298;MOT CIT;Motacilla citreola; ;Sitruunavästäräkki;Citronärla;Citrine Wagtail;44;0
299;MOT CIN;Motacilla cinerea; ;Virtavästäräkki;Forsärla;Grey Wagtail;44;0
300;MOT ALB;Motacilla alba; ;Västäräkki;Sädesärla;White Wagtail;44;0
301;BOM GAR;Bombycilla garrulus; ;Tilhi;Sidensvans;Bohemian Waxwing;45;0
302;CIN CIN;Cinclus cinclus; ;Koskikara;Strömstare;White-throated Dipper;46;0
303;TRO TRO;Troglodytes troglodytes; ;Peukaloinen;Gärdsmyg;Winter Wren;47;0
304;PRU MOD;Prunella modularis; ;Rautiainen;Järnsparv;Dunnock;48;0
305;PRU MON;Prunella montanella; ;Taigarautiainen;Sibirisk järnsparv;Siberian Accentor;48;0
306;PRU ATR;Prunella atrogularis; ;Mustakurkkurautiainen;Svartstrupig järnsparv;Black-throated Accentor;48;0
307;PRU COL;Prunella collaris; ;Alppirautiainen;Alpjärnsparv;Alpine Accentor;48;0
308;CER GAL;Cercotrichas galactotes; ;Ruostepyrstö;Trädnäktergal;Rufous-tailed Scrub Robin;49;0
309;ERI RUB;Erithacus rubecula; ;Punarinta;Rödhake;European Robin;49;0
310;LUS LUS;Luscinia luscinia; ;Satakieli;Näktergal;Thrush Nightingale;49;0
311;LUS MEG;Luscinia megarhynchos; ;Etelänsatakieli;Sydnäktergal;Common Nightingale;49;0
312;LUS CAL;Luscinia calliope; ;Rubiinisatakieli;Rubinnäktergal;Siberian Rubythroat;49;0
313;LUS SVE;Luscinia svecica; ;Sinirinta;Blåhake;Bluethroat;49;0
314;TAR CYA;Tarsiger cyanurus; ;Sinipyrstö;Blåstjärt;Red-flanked Bluetail;49;0
315;PHO OCH;Phoenicurus ochruros; ;Mustaleppälintu;Svart rödstjärt;Black Redstart;49;0
316;PHO PHO;Phoenicurus phoenicurus; ;Leppälintu;Rödstjärt;Common Redstart;49;0
317;SAX RUB;Saxicola rubetra; ;Pensastasku;Buskskvätta;Whinchat;49;0
318;SAX TOR;Saxicola torquatus; ;Mustapäätasku;Svarthakad buskskvätta;Common Stonechat;49;0
319;OEN ISA;Oenanthe isabellina; ;Arotasku;Isabellastenskvätta;Isabelline Wheatear;49;0
320;OEN OEN;Oenanthe oenanthe; ;Kivitasku;Stenskvätta;Northern Wheatear;49;0
321;OEN PLE;Oenanthe pleschanka; ;Nunnatasku;Nunnestenskvätta;Pied Wheatear;49;0
322;OEN HIS;Oenanthe hispanica; ;Rusotasku;Medelhavsstenskvätta;Black-eared Wheatear;49;0
323;OEN DES;Oenanthe deserti; ;Aavikkotasku;Ökenstenskvätta;Desert Wheatear;49;0
324;MON SAX;Monticola saxatilis; ;Kivikkorastas;Stentrast;Rufous-tailed Rock Thrush;49;0
325;MON SOL;Monticola solitarius; ;Sinirastas;Blåtrast;Blue Rock Thrush;49;0
326;ZOO DAU;Zoothera dauma; ;Kirjorastas;Guldtrast;White's Thrush;49;0
327;CAT UST;Catharus ustulatus; ;Korpirastas;Beigekindad skogstrast;Swainson's Thrush;49;0
328;TUR TOR;Turdus torquatus; ;Sepelrastas;Ringtrast;Ring Ouzel;49;0
329;TUR MER;Turdus merula; ;Mustarastas;Koltrast;Common Blackbird;49;0
330;TUR OBS;Turdus obscurus; ;Harmaakurkkurastas;Gråhalsad trast;Eyebrowed Thrush;49;0
331;TUR NAU;Turdus naumanni; ;Ruosterastas;Bruntrast;Dusky Thrush;49;0
332;TUR RUF;Turdus ruficollis; ;Mustakaularastas;Taigatrast;Dark-throated Thrush;49;0
333;TUR PIL;Turdus pilaris; ;Räkättirastas;Björktrast;Fieldfare;49;0
334;TUR PHI;Turdus philomelos; ;Laulurastas;Taltrast;Song Thrush;49;0
335;TUR ILI;Turdus iliacus; ;Punakylkirastas;Rödvingetrast;Redwing;49;0
336;TUR VIS;Turdus viscivorus; ;Kulorastas;Dubbeltrast;Mistle Thrush;49;0
337;LOC LAN;Locustella lanceolata; ;Viirusirkkalintu;Träsksångare;Lanceolated Warbler;50;0
338;LOC NAE;Locustella naevia; ;Pensassirkkalintu;Gräshoppsångare;Common Grasshopper Warbler;50;0
339;LOC FLU;Locustella fluviatilis; ;Viitasirkkalintu;Flodsångare;River Warbler;50;0
340;LOC LUS;Locustella luscinioides; ;Ruokosirkkalintu;Vassångare;Savi's Warbler;50;0
341;ACR AED;Acrocephalus aedon; ;Paksunokkakerttunen;Tjocknäbbad sångare;Thick-billed Warbler;50;0
342;ACR OLA;Acrocephalus paludicola; ;Sarakerttunen;Vattensångare;Aquatic Warbler;50;0
343;ACR SCH;Acrocephalus schoenobaenus; ;Ruokokerttunen;Sävsångare;Sedge Warbler;50;0
344;ACR SCI;Acrocephalus scirpaceus; ;Rytikerttunen;Rörsångare;European Reed Warbler;50;0
345;ACR RIS;Acrocephalus palustris; ;Luhtakerttunen;Kärrsångare;Marsh Warbler;50;0
346;ACR DUM;Acrocephalus dumetorum; ;Viitakerttunen;Busksångare;Blyth's Reed Warbler;50;0
347;ACR AGR;Acrocephalus agricola; ;Kenttäkerttunen;Fältsångare;Paddyfield Warbler;50;0
348;ACR ARU;Acrocephalus arundinaceus; ;Rastaskerttunen;Trastsångare;Great Reed Warbler;50;0
349;HIP PAL;Hippolais pallida; ;Vaaleakultarinta;Eksångare;Eastern Olivaceous Warbler;50;0
350;HIP CAL;Hippolais caligata; ;Pikkukultarinta;Stäppsångare;Booted Warbler;50;0
351;HIP RAM;Hippolais rama;#;Aavikkokultarinta;Saxaulsångare?;Sykes's Warbler;50;0
352;HIP ICT;Hippolais icterina; ;Kultarinta;Härmsångare;Icterine Warbler;50;0
353;SYL ATR;Sylvia atricapilla; ;Mustapääkerttu;Svarthätta;Blackcap;50;0
354;SYL BOR;Sylvia borin; ;Lehtokerttu;Trädgårdssångare;Garden Warbler;50;0
355;SYL NIS;Sylvia nisoria; ;Kirjokerttu;Höksångare;Barred Warbler;50;0
356;SYL CUR;Sylvia curruca; ;Hernekerttu;Ärtsångare;Lesser Whitethroat;50;0
357;SYL COM;Sylvia communis; ;Pensaskerttu;Törnsångare;Common Whitethroat;50;0
358;SYL NAN;Sylvia nana; ;Kääpiökerttu;Ökensångare;Asian Desert Warbler;50;0
359;SYL UND;Sylvia undata; ;Ruskokerttu;Provencesångare;Dartford Warbler;50;0
360;SYL CAN;Sylvia cantillans; ;Rusorintakerttu;Rödstrupig sångare;Subalpine Warbler;50;0
361;SYL MEL;Sylvia melanocephala; ;Samettipääkerttu;Sammetshätta;Sardinian Warbler;50;0
362;SYL RUE;Sylvia rueppelli; ;Mustakurkkukerttu;Svarthakad sångare;Rüppell's Warbler;50;0
363;PHY COR;Phylloscopus coronatus;;Amurinuunilintu;Östlig kronsångare;Eastern Crowned Warbler;50;0
364;PHY DES;Phylloscopus trochiloides; ;Idänuunilintu;Lundsångare;Greenish Warbler;50;0
365;PHY BOR;Phylloscopus borealis; ;Lapinuunilintu;Nordsångare;Arctic Warbler;50;0
366;PHY PRO;Phylloscopus proregulus; ;Hippiäisuunilintu;Kungsfågelsångare;Pallas's Leaf Warbler;50;0
367;PHY INO;Phylloscopus inornatus; ;Taigauunilintu;Taigasångare;Yellow-browed Warbler;50;0
368;PHY HUM;Phylloscopus humei; ;Kashmirinuunilintu;Bergtaigasångare;Hume's Leaf Warbler;50;0
369;PHY SCH;Phylloscopus schwarzi; ;Siperianuunilintu;Videsångare;Radde's Warbler;50;0
370;PHY FUS;Phylloscopus fuscatus; ;Ruskouunilintu;Brunsångare;Dusky Warbler;50;0
371;PHY BON;Phylloscopus bonelli; ;Vuoriuunilintu;Bergsångare;Bonelli's Warbler;50;0
372;PHY ORI;Phylloscopus orientalis; ;Balkaninuunilintu;Balkansångare;Balkan Warbler;50;0
373;PHY SIB;Phylloscopus sibilatrix; ;Sirittäjä;Grönsångare;Wood Warbler;50;0
374;PHY COL;Phylloscopus collybita; ;Tiltaltti;Gransångare;Common Chiffchaff;50;0
375;PHY LUS;Phylloscopus trochilus; ;Pajulintu;Lövsångare;Willow Warbler;50;0
376;REG REG;Regulus regulus; ;Hippiäinen;Kungsfågel;Goldcrest;50;0
377;REG IGN;Regulus ignicapilla; ;Tulipäähippiäinen;Brandkronad kungsfågel;Firecrest;50;0
378;MUS STR;Muscicapa striata; ;Harmaasieppo;Grå flugsnappare;Spotted Flycatcher;51;0
379;FIC PAR;Ficedula parva; ;Pikkusieppo;Mindre flugsnappare;Red-breasted Flycatcher;51;0
380;FIC ALB;Ficedula albicollis; ;Sepelsieppo;Halsbandsflugsnappare;Collared Flycatcher;51;0
381;FIC HYP;Ficedula hypoleuca; ;Kirjosieppo;Svartvit flugsnappare;Pied Flycatcher;51;0
382;PAN BIA;Panurus biarmicus; ;Viiksitimali;Skäggmes;Bearded Reedling;52;0
383;AEG CAU;Aegithalos caudatus; ;Pyrstötiainen;Stjärtmes;Long-tailed Tit;53;0
384;PAR PAL;Parus palustris; ;Viitatiainen;Entita;Marsh Tit;54;0
385;PAR MON;Parus montanus; ;Hömötiainen;Talltita;Willow Tit;54;0
386;PAR CIN;Parus cinctus; ;Lapintiainen;Lappmes;Siberian Tit;54;0
387;PAR CRI;Parus cristatus; ;Töyhtötiainen;Tofsmes;Crested Tit;54;0
388;PAR ATE;Parus ater; ;Kuusitiainen;Svartmes;Coal Tit;54;0
389;PAR CAE;Parus caeruleus; ;Sinitiainen;Blåmes;Blue Tit;54;0
390;PAR CYA;Parus cyanus; ;Valkopäätiainen;Azurmes;Azure Tit;54;0
391;PAR MAJ;Parus major; ;Talitiainen;Talgoxe;Great Tit;54;0
392;SIT EUR;Sitta europaea; ;Pähkinänakkeli;Nötväcka;Eurasian Nuthatch;55;0
393;CER FAM;Certhia familiaris; ;Puukiipijä;Trädkrypare;Eurasian Treecreeper;56;0
394;REM PEN;Remiz pendulinus; ;Pussitiainen;Pungmes;Eurasian Penduline Tit;57;0
395;ORI ORI;Oriolus oriolus; ;Kuhankeittäjä;Sommargylling;Eurasian Golden Oriole;58;0
396;LAN ISA;Lanius isabellinus; ;Punapyrstölepinkäinen;Isabellatörnskata;Isabelline Shrike;59;0
397;LAN COL;Lanius collurio; ;Pikkulepinkäinen;Törnskata;Red-backed Shrike;59;0
398;LAN MIN;Lanius minor; ;Mustaotsalepinkäinen;Svartpannad törnskata;Lesser Grey Shrike;59;0
399;LAN EXC;Lanius excubitor; ;Isolepinkäinen;Varfågel;Great Grey Shrike;59;0
400;LAN MER;Lanius meridionalis; ;Etelänisolepinkäinen;Ökenvarfågel;Southern Grey Shrike;59;0
401;LAN SEN;Lanius senator; ;Punapäälepinkäinen;Rödhuvad törnskata;Woodchat Shrike;59;0
402;LAN NUB;Lanius nubicus; ;Valko-otsalepinkäinen;Masktörnskata;Masked Shrike;59;0
403;GAR GLA;Garrulus glandarius; ;Närhi;Nötskrika;Eurasian Jay;60;0
404;PER INF;Perisoreus infaustus; ;Kuukkeli;Lavskrika;Siberian Jay;60;0
405;PIC PIC;Pica pica; ;Harakka;Skata;Common Magpie;60;0
406;NUC CAR;Nucifraga caryocatactes; ;Pähkinähakki;Nötkråka;Spotted Nutcracker;60;0
407;COR MON;Corvus monedula; ;Naakka;Kaja;Western Jackdaw;60;0
408;COR DAU;Corvus dauuricus;B;Idännaakka;Klippkaja;Daurian Jackdaw;60;0
409;COR FRU;Corvus frugilegus; ;Mustavaris;Råka;Rook;60;0
410;COR NIX;Corvus corone cornix; ;Varis;Kråka;Hooded Crow;60;0
411;COR RAX;Corvus corax; ;Korppi;Korp;Common Raven;60;0
412;STU VUL;Sturnus vulgaris; ;Kottarainen;Stare;Common Starling;61;0
413;STU ROS;Sturnus roseus; ;Punakottarainen;Rosenstare;Rosy Starling;61;0
414;PAS DOM;Passer domesticus; ;Varpunen;Gråsparv;House Sparrow;62;0
415;PAS HIS;Passer hispaniolensis; ;Pensasvarpunen;Spansk sparv;Spanish Sparrow;62;0
416;PAS MON;Passer montanus; ;Pikkuvarpunen;Pilfink;Eurasian Tree Sparrow;62;0
417;FRI COE;Fringilla coelebs; ;Peippo;Bofink;Common Chaffinch;63;0
418;FRI MON;Fringilla montifringilla; ;Järripeippo;Bergfink;Brambling;63;0
419;SER SER;Serinus serinus; ;Keltahemppo;Gulhämpling;European Serin;63;0
420;CAR CHL;Carduelis chloris; ;Viherpeippo;Grönfink;European Greenfinch;63;0
421;CAR CAR;Carduelis carduelis; ;Tikli;Steglits;European Goldfinch;63;0
422;CAR SPI;Carduelis spinus; ;Vihervarpunen;Grönsiska;European Siskin;63;0
423;CAR CAN;Carduelis cannabina; ;Hemppo;Hämpling;Common Linnet;63;0
424;CAR RIS;Carduelis flavirostris; ;Vuorihemppo;Vinterhämpling;Twite;63;0
425;CAR MEA;Carduelis flammea; ;Urpiainen;Gråsiska;Common Redpoll;63;0
426;CAR HOR;Carduelis hornemanni; ;Tundraurpiainen;Snösiska;Arctic Redpoll;63;0
427;LOX LEU;Loxia leucoptera; ;Kirjosiipikäpylintu;Bändelkorsnäbb;Two-barred Crossbill;63;0
428;LOX CUR;Loxia curvirostra; ;Pikkukäpylintu;Mindre korsnäbb;Common Crossbill;63;0
429;LOX PYT;Loxia pytyopsittacus; ;Isokäpylintu;Större korsnäbb;Parrot Crossbill;63;0
430;BUC GIT;Bucanetes githagineus;;Aavikkotulkku;Ökentrumpetare;Trumpeter Finch;63;0
431;CAR ERY;Carpodacus erythrinus; ;Punavarpunen;Rosenfink;Common Rosefinch;63;0
432;PIN ENU;Pinicola enucleator; ;Taviokuurna;Tallbit;Pine Grosbeak;63;0
433;PYR PYR;Pyrrhula pyrrhula; ;Punatulkku;Domherre;Eurasian Bullfinch;63;0
434;COC COC;Coccothraustes coccothraustes; ;Nokkavarpunen;Stenknäck;Hawfinch;63;0
435;DEN STR;Dendroica striata;;Viirukerttuli;Vitkindad skogssångare;Blackpoll Warbler;64;0
436;ZON ALB;Zonotrichia albicollis; ;Valkokurkkusirkku;Vitstrupig sparv;White-throated Sparrow;65;0
437;CAL LAP;Calcarius lapponicus; ;Lapinsirkku;Lappsparv;Lapland Longspur;65;0
438;PLE NIV;Plectrophenax nivalis; ;Pulmunen;Snösparv;Snow Bunting;65;0
439;EMB SPO;Emberiza spodocephala; ;Harmaapääsirkku;Gråhuvad sparv;Black-faced Bunting;65;0
440;EMB LEU;Emberiza leucocephalos; ;Mäntysirkku;Tallsparv;Pine Bunting;65;0
441;EMB CIT;Emberiza citrinella; ;Keltasirkku;Gulsparv;Yellowhammer;65;0
442;EMB BUC;Emberiza buchanani;#;Kivikkosirkku;Bergortolansparv;Grey-necked Bunting;65;0
443;EMB HOR;Emberiza hortulana; ;Peltosirkku;Ortolansparv;Ortolan Bunting;65;0
444;EMB CAE;Emberiza caesia; ;Ruostekurkkusirkku;Rostsparv;Cretzschmar's Bunting;65;0
445;EMB RUS;Emberiza rustica; ;Pohjansirkku;Videsparv;Rustic Bunting;65;0
446;EMB PUS;Emberiza pusilla; ;Pikkusirkku;Dvärgsparv;Little Bunting;65;0
447;EMB RUT;Emberiza rutila;;Kastanjasirkku;Rödbrun sparv;Chestnut Bunting;65;0
448;EMB AUR;Emberiza aureola; ;Kultasirkku;Gyllensparv;Yellow-breasted Bunting;65;0
449;EMB SCH;Emberiza schoeniclus; ;Pajusirkku;Sävsparv;Common Reed Bunting;65;0
450;EMB MEL;Emberiza melanocephala; ;Mustapääsirkku;Svarthuvad sparv;Black-headed Bunting;65;0
451;EMB CAL;Emberiza calandra; ;Harmaasirkku;Kornsparv;Corn Bunting;65;0
